arvore,nomes,altura,dap
19190,manaca-de-minas,30,7
19191,manaca-de-minas,31,11
19192,manaca-de-minas,34,10
19193,manaca-de-minas,33,9
19194,manaca-de-minas,33,9
19195,manaca-de-minas,30,9
19196,manaca-de-minas,30,9
19197,manaca-de-minas,34,10
19198,manaca-de-minas,33,10
19199,manaca-de-minas,31,9
19200,manaca-de-minas,34,12
19201,manaca-de-minas,35,8
19202,manaca-de-minas,31,7
19203,manaca-de-minas,31,11
19204,manaca-de-minas,32,11
19205,manaca-de-minas,31,9
19206,manaca-de-minas,32,9
19207,manaca-de-minas,32,11
19208,manaca-de-minas,34,9
19209,manaca-de-minas,31,11
19210,manaca-de-minas,30,12
19211,manaca-de-minas,35,12
19212,manaca-de-minas,33,12
19213,manaca-de-minas,35,9
19214,manaca-de-minas,31,10
19215,manaca-de-minas,34,11
19216,manaca-de-minas,30,8
19217,manaca-de-minas,34,12
19218,manaca-de-minas,30,8
19219,manaca-de-minas,33,12
19220,manaca-de-minas,33,9
19221,manaca-de-minas,30,9
19222,manaca-de-minas,33,8
19223,manaca-de-minas,31,8
19224,manaca-de-minas,34,9
19225,manaca-de-minas,32,7
19226,manaca-de-minas,31,11
19227,manaca-de-minas,30,7
19228,manaca-de-minas,32,7
19229,manaca-de-minas,34,8
19230,manaca-de-minas,31,10
19231,manaca-de-minas,34,12
19232,manaca-de-minas,30,11
19233,manaca-de-minas,34,8
19234,manaca-de-minas,35,10
19235,manaca-de-minas,33,9
19236,manaca-de-minas,32,7
19237,manaca-de-minas,35,10
19238,manaca-de-minas,34,8
19239,manaca-de-minas,34,10
19240,manaca-de-minas,31,9
19241,manaca-de-minas,30,12
19242,manaca-de-minas,33,10
19243,manaca-de-minas,35,7
19244,manaca-de-minas,34,10
19245,manaca-de-minas,30,9
19246,manaca-de-minas,33,10
19247,manaca-de-minas,33,10
19248,manaca-de-minas,34,10
19249,manaca-de-minas,32,12
19250,manaca-de-minas,32,10
19251,manaca-de-minas,31,10
19252,manaca-de-minas,32,9
19253,manaca-de-minas,30,10
19254,manaca-de-minas,30,11
19255,manaca-de-minas,35,12
19256,manaca-de-minas,35,12
19257,manaca-de-minas,35,9
19258,manaca-de-minas,33,8
19259,manaca-de-minas,30,10
19260,manaca-de-minas,31,7
19261,manaca-de-minas,34,8
19262,manaca-de-minas,35,8
19263,manaca-de-minas,31,9
19264,manaca-de-minas,33,10
19265,manaca-de-minas,32,8
19266,manaca-de-minas,30,7
19267,manaca-de-minas,33,10
19268,manaca-de-minas,34,11
19269,manaca-de-minas,33,7
19270,manaca-de-minas,33,12
19271,manaca-de-minas,31,8
19272,manaca-de-minas,34,8
19273,manaca-de-minas,30,8
19274,manaca-de-minas,32,12
19275,manaca-de-minas,33,11
19276,manaca-de-minas,33,11
19277,manaca-de-minas,32,8
19278,manaca-de-minas,31,10
19279,manaca-de-minas,34,9
19280,manaca-de-minas,31,8
19281,manaca-de-minas,32,9
19282,manaca-de-minas,31,9
19283,manaca-de-minas,34,10
19284,manaca-de-minas,32,10
19285,manaca-de-minas,34,10
19286,manaca-de-minas,35,7
19287,manaca-de-minas,32,11
19288,manaca-de-minas,32,9
19289,manaca-de-minas,30,12
19290,manaca-de-minas,32,9
19291,manaca-de-minas,34,12
19292,manaca-de-minas,32,10
19293,quaresmeira-arbustiva,39,12
19294,quaresmeira-arbustiva,38,8
19295,quaresmeira-arbustiva,35,11
19296,quaresmeira-arbustiva,30,10
19297,quaresmeira-arbustiva,37,11
19298,quaresmeira-arbustiva,40,12
19299,quaresmeira-arbustiva,31,11
19300,quaresmeira-arbustiva,36,8
19301,quaresmeira-arbustiva,35,12
19302,quaresmeira-arbustiva,34,8
19303,quaresmeira-arbustiva,36,12
19304,quaresmeira-arbustiva,34,11
19305,quaresmeira-arbustiva,35,10
19306,quaresmeira-arbustiva,32,10
19307,quaresmeira-arbustiva,33,8
19308,quaresmeira-arbustiva,40,11
19309,quaresmeira-arbustiva,37,11
19310,quaresmeira-arbustiva,37,12
19311,quaresmeira-arbustiva,34,11
19312,quaresmeira-arbustiva,32,9
19313,quaresmeira-arbustiva,40,9
19314,quaresmeira-arbustiva,35,11
19315,quaresmeira-arbustiva,40,10
19316,quaresmeira-arbustiva,38,11
19317,quaresmeira-arbustiva,38,12
19318,quaresmeira-arbustiva,30,8
19319,quaresmeira-arbustiva,30,10
19320,quaresmeira-arbustiva,33,12
19321,quaresmeira-arbustiva,33,9
19322,quaresmeira-arbustiva,36,8
19323,quaresmeira-arbustiva,36,12
19324,quaresmeira-arbustiva,34,12
19325,quaresmeira-arbustiva,40,9
19326,quaresmeira-arbustiva,36,9
19327,quaresmeira-arbustiva,36,8
19328,quaresmeira-arbustiva,38,12
19329,quaresmeira-arbustiva,33,12
19330,quaresmeira-arbustiva,35,11
19331,quaresmeira-arbustiva,36,12
19332,quaresmeira-arbustiva,33,10
19333,quaresmeira-arbustiva,32,8
19334,quaresmeira-arbustiva,37,12
19335,quaresmeira-arbustiva,31,10
19336,quaresmeira-arbustiva,37,8
19337,quaresmeira-arbustiva,40,8
19338,quaresmeira-arbustiva,39,10
19339,quaresmeira-arbustiva,32,12
19340,quaresmeira-arbustiva,35,8
19341,quaresmeira-arbustiva,35,12
19342,quaresmeira-arbustiva,38,12
19343,quaresmeira-arbustiva,32,12
19344,quaresmeira-arbustiva,39,8
19345,quaresmeira-arbustiva,34,11
19346,quaresmeira-arbustiva,37,10
19347,quaresmeira-arbustiva,35,10
19348,quaresmeira-arbustiva,36,9
19349,quaresmeira-arbustiva,40,8
19350,quaresmeira-arbustiva,37,10
19351,quaresmeira-arbustiva,35,9
19352,quaresmeira-arbustiva,40,8
19353,quaresmeira-arbustiva,33,10
19354,quaresmeira-arbustiva,32,11
19355,quaresmeira-arbustiva,32,10
19356,quaresmeira-arbustiva,39,9
19357,quaresmeira-arbustiva,31,9
19358,quaresmeira-arbustiva,30,12
19359,quaresmeira-arbustiva,31,12
19360,quaresmeira-arbustiva,31,12
19361,quaresmeira-arbustiva,38,8
19362,quaresmeira-arbustiva,30,8
19363,quaresmeira-arbustiva,36,11
19364,quaresmeira-arbustiva,32,10
19365,quaresmeira-arbustiva,38,8
19366,quaresmeira-arbustiva,40,9
19367,quaresmeira-arbustiva,32,11
19368,quaresmeira-arbustiva,37,9
19369,quaresmeira-arbustiva,40,8
19370,quaresmeira-arbustiva,34,10
19371,quaresmeira-arbustiva,38,11
19372,quaresmeira-arbustiva,40,10
19373,quaresmeira-arbustiva,40,8
19374,quaresmeira-arbustiva,38,8
19375,quaresmeira-arbustiva,36,9
19376,quaresmeira-arbustiva,34,10
19377,quaresmeira-arbustiva,39,10
19378,quaresmeira-arbustiva,31,9
19379,quaresmeira-arbustiva,40,11
19380,quaresmeira-arbustiva,34,12
19381,quaresmeira-arbustiva,37,10
19382,quaresmeira-arbustiva,34,10
19383,quaresmeira-arbustiva,31,11
19384,quaresmeira-arbustiva,34,9
19385,quaresmeira-arbustiva,33,9
19386,quaresmeira-arbustiva,36,10
19387,quaresmeira-arbustiva,31,8
19388,quaresmeira-arbustiva,36,11
19389,quaresmeira-arbustiva,40,10
19390,quaresmeira-arbustiva,34,8
19391,quaresmeira-arbustiva,32,8
19392,quaresmeira-arbustiva,35,10
19393,quaresmeira-arbustiva,35,10
19394,quaresmeira-arbustiva,34,12
19395,quaresmeira-arbustiva,40,12
19396,quaresmeira-arbustiva,38,9
19397,quaresmeira-arbustiva,38,12
19398,quaresmeira-arbustiva,31,9
19399,quaresmeira-arbustiva,40,11
19400,quaresmeira-arbustiva,31,8
19401,quaresmeira-arbustiva,34,9
19402,quaresmeira-arbustiva,36,8
19403,quaresmeira-arbustiva,30,9
19404,quaresmeira-arbustiva,30,9
19405,quaresmeira-arbustiva,33,12
19406,quaresmeira-arbustiva,36,12
19407,quaresmeira-arbustiva,31,12
19408,quaresmeira-arbustiva,34,8
19409,quaresmeira-arbustiva,32,9
19410,quaresmeira-arbustiva,32,11
19411,quaresmeira-arbustiva,40,8
19412,quaresmeira-arbustiva,31,12
19413,quaresmeira-arbustiva,33,8
19414,quaresmeira-arbustiva,35,10
19415,quaresmeira-arbustiva,30,11
19416,quaresmeira-arbustiva,36,12
19417,quaresmeira-arbustiva,36,9
19418,quaresmeira-arbustiva,31,9
19419,quaresmeira-arbustiva,30,8
19420,quaresmeira-arbustiva,32,10
19421,quaresmeira-arbustiva,37,10
19422,quaresmeira-arbustiva,38,10
19423,quaresmeira-arbustiva,35,11
19424,quaresmeira-arbustiva,35,11
19425,quaresmeira-arbustiva,37,8
19426,quaresmeira-arbustiva,33,11
19427,quaresmeira-arbustiva,33,10
19428,quaresmeira-arbustiva,32,8
19429,quaresmeira-arbustiva,36,8
19430,quaresmeira-arbustiva,32,8
19431,quaresmeira-arbustiva,36,9
19432,quaresmeira-arbustiva,30,8
19433,quaresmeira-arbustiva,35,8
19434,quaresmeira-arbustiva,32,10
19435,quaresmeira-arbustiva,36,8
19436,quaresmeira-arbustiva,33,8
19437,quaresmeira-arbustiva,35,9
19438,quaresmeira-arbustiva,31,11
19439,quaresmeira-arbustiva,34,10
19440,quaresmeira-arbustiva,39,11
19441,quaresmeira-arbustiva,40,10
19442,quaresmeira-arbustiva,35,8
19443,quaresmeira-arbustiva,39,8
19444,quaresmeira-arbustiva,34,11
19445,quaresmeira-arbustiva,33,10
19446,quaresmeira-arbustiva,37,12
19447,quaresmeira-arbustiva,37,11
19448,quaresmeira-arbustiva,34,9
19449,quaresmeira-arbustiva,35,11
19450,quaresmeira-arbustiva,34,10
19451,quaresmeira-arbustiva,40,11
19452,quaresmeira-arbustiva,32,9
19453,quaresmeira-arbustiva,37,8
19454,quaresmeira-arbustiva,39,9
19455,quaresmeira-arbustiva,30,9
19456,quaresmeira-arbustiva,33,11
19457,quaresmeira-arbustiva,32,9
19458,quaresmeira-arbustiva,33,12
19459,quaresmeira-arbustiva,32,8
19460,quaresmeira-arbustiva,34,11
19461,quaresmeira-arbustiva,33,8
19462,quaresmeira-arbustiva,32,10
19463,quaresmeira-arbustiva,32,10
19464,quaresmeira-arbustiva,32,8
19465,quaresmeira-arbustiva,30,11
19466,quaresmeira-arbustiva,31,11
19467,quaresmeira-arbustiva,31,10
19468,quaresmeira-arbustiva,33,10
19469,quaresmeira-arbustiva,40,12
19470,quaresmeira-arbustiva,32,9
19471,quaresmeira-arbustiva,38,10
19472,quaresmeira-arbustiva,33,11
19473,quaresmeira-arbustiva,40,11
19474,quaresmeira-arbustiva,33,11
19475,canjerana,36,23
19476,canjerana,40,21
19477,canjerana,33,20
19478,canjerana,40,24
19479,canjerana,34,20
19480,canjerana,35,20
19481,canjerana,40,23
19482,canjerana,35,24
19483,canjerana,36,23
19484,canjerana,39,20
19485,canjerana,33,21
19486,canjerana,36,20
19487,canjerana,35,22
19488,canjerana,40,25
19489,canjerana,39,23
19490,canjerana,34,21
19491,canjerana,35,24
19492,canjerana,34,23
19493,canjerana,34,25
19494,canjerana,37,20
19495,canjerana,37,22
19496,canjerana,36,20
19497,canjerana,37,24
19498,canjerana,34,25
19499,canjerana,40,22
19500,canjerana,38,25
19501,canjerana,34,23
19502,canjerana,37,25
19503,canjerana,36,23
19504,canjerana,38,23
19505,canjerana,37,20
19506,canjerana,39,25
19507,canjerana,34,24
19508,canjerana,39,22
19509,canjerana,39,21
19510,canjerana,37,25
19511,canjerana,36,23
19512,canjerana,38,24
19513,canjerana,34,24
19514,canjerana,39,23
19515,canjerana,38,24
19516,canjerana,40,24
19517,canjerana,37,22
19518,canjerana,34,20
19519,canjerana,34,24
19520,canjerana,33,21
19521,canjerana,33,23
19522,canjerana,40,25
19523,canjerana,35,23
19524,canjerana,40,20
19525,canjerana,37,24
19526,canjerana,35,23
19527,canjerana,37,22
19528,canjerana,35,22
19529,canjerana,40,21
19530,canjerana,33,21
19531,canjerana,35,24
19532,canjerana,34,20
19533,canjerana,38,25
19534,canjerana,39,25
19535,canjerana,34,23
19536,andiroba,100,29
19537,andiroba,93,25
19538,andiroba,87,28
19539,andiroba,99,28
19540,andiroba,83,27
19541,andiroba,81,25
19542,andiroba,99,29
19543,andiroba,93,27
19544,andiroba,95,27
19545,andiroba,82,27
19546,andiroba,84,26
19547,andiroba,95,27
19548,andiroba,83,25
19549,andiroba,100,27
19550,andiroba,98,27
19551,andiroba,88,27
19552,andiroba,84,25
19553,andiroba,97,25
19554,andiroba,89,30
19555,andiroba,95,30
19556,andiroba,89,28
19557,andiroba,89,25
19558,andiroba,99,28
19559,andiroba,80,25
19560,andiroba,87,30
19561,andiroba,84,29
19562,andiroba,82,26
19563,andiroba,85,26
19564,andiroba,91,29
19565,andiroba,97,29
19566,andiroba,82,26
19567,andiroba,82,30
19568,andiroba,88,27
19569,andiroba,93,30
19570,andiroba,83,29
19571,andiroba,91,28
19572,andiroba,99,25
19573,andiroba,100,29
19574,andiroba,84,30
19575,andiroba,94,28
19576,andiroba,90,25
19577,andiroba,88,25
19578,andiroba,88,27
19579,andiroba,80,30
19580,andiroba,99,26
19581,andiroba,95,30
19582,andiroba,95,30
19583,andiroba,88,25
19584,andiroba,88,28
19585,andiroba,95,29
19586,andiroba,82,25
19587,andiroba,99,28
19588,andiroba,100,30
19589,andiroba,98,30
19590,andiroba,97,25
19591,andiroba,91,27
19592,andiroba,86,28
19593,andiroba,89,30
19594,andiroba,94,29
19595,andiroba,83,30
19596,andiroba,92,26
19597,andiroba,80,30
19598,andiroba,90,30
19599,andiroba,92,29
19600,andiroba,92,29
19601,andiroba,85,28
19602,andiroba,93,30
19603,andiroba,85,29
19604,andiroba,83,25
19605,andiroba,93,26
19606,andiroba,98,29
19607,andiroba,87,25
19608,andiroba,98,25
19609,andiroba,83,27
19610,andiroba,90,26
19611,andiroba,82,26
19612,andiroba,85,28
19613,andiroba,82,27
19614,andiroba,81,26
19615,andiroba,82,30
19616,andiroba,98,30
19617,andiroba,89,27
19618,andiroba,85,28
19619,andiroba,97,28
19620,andiroba,89,25
19621,andiroba,81,28
19622,andiroba,81,25
19623,andiroba,90,27
19624,andiroba,86,27
19625,andiroba,88,30
19626,andiroba,91,30
19627,andiroba,88,26
19628,andiroba,97,30
19629,andiroba,84,25
19630,andiroba,99,27
19631,andiroba,99,25
19632,andiroba,99,30
19633,andiroba,98,30
19634,andiroba,90,29
19635,andiroba,85,30
19636,andiroba,87,25
19637,andiroba,93,26
19638,andiroba,84,28
19639,andiroba,97,29
19640,andiroba,88,27
19641,andiroba,82,28
19642,andiroba,90,26
19643,andiroba,88,26
19644,andiroba,90,25
19645,andiroba,96,25
19646,andiroba,94,27
19647,andiroba,81,27
19648,andiroba,90,28
19649,andiroba,81,28
19650,andiroba,82,26
19651,andiroba,84,26
19652,andiroba,100,28
19653,andiroba,90,28
19654,andiroba,97,27
19655,andiroba,91,25
19656,andiroba,93,25
19657,andiroba,95,30
19658,andiroba,98,30
19659,andiroba,85,30
19660,andiroba,80,30
19661,andiroba,100,30
19662,andiroba,89,28
19663,andiroba,84,30
19664,andiroba,89,28
19665,andiroba,88,25
19666,andiroba,84,26
19667,andiroba,87,27
19668,andiroba,92,27
19669,andiroba,91,25
19670,andiroba,94,29
19671,andiroba,84,26
19672,andiroba,92,30
19673,andiroba,80,27
19674,andiroba,88,26
19675,andiroba,95,27
19676,andiroba,100,29
19677,andiroba,97,26
19678,andiroba,89,28
19679,andiroba,97,26
19680,andiroba,85,30
19681,andiroba,89,30
19682,andiroba,99,30
19683,andiroba,94,25
19684,andiroba,89,28
19685,andiroba,90,25
19686,cedro-rosa,76,23
19687,cedro-rosa,79,16
19688,cedro-rosa,74,22
19689,cedro-rosa,71,22
19690,cedro-rosa,72,20
19691,cedro-rosa,78,16
19692,cedro-rosa,80,20
19693,cedro-rosa,74,18
19694,cedro-rosa,73,22
19695,cedro-rosa,70,19
19696,cedro-rosa,73,17
19697,cedro-rosa,80,18
19698,cedro-rosa,72,15
19699,cedro-rosa,70,23
19700,cedro-rosa,73,16
19701,cedro-rosa,74,17
19702,cedro-rosa,77,23
19703,cedro-rosa,70,15
19704,cedro-rosa,76,20
19705,cedro-rosa,70,24
19706,cedro-rosa,76,19
19707,cedro-rosa,79,15
19708,cedro-rosa,79,17
19709,cedro-rosa,72,19
19710,cedro-rosa,78,22
19711,cedro-rosa,74,17
19712,cedro-rosa,78,24
19713,cedro-rosa,80,18
19714,cedro-rosa,71,18
19715,cedro-rosa,75,16
19716,cedro-rosa,77,18
19717,cedro-rosa,70,20
19718,cedro-rosa,72,19
19719,cedro-rosa,79,20
19720,cedro-rosa,78,19
19721,cedro-rosa,75,20
19722,cedro-rosa,77,25
19723,cedro-rosa,77,17
19724,cedro-rosa,70,15
19725,cedro-rosa,72,25
19726,cedro-rosa,77,20
19727,cedro-rosa,75,19
19728,cedro-rosa,76,23
19729,cedro-rosa,74,17
19730,cedro-rosa,76,22
19731,cedro-rosa,78,23
19732,cedro-rosa,70,23
19733,cedro-rosa,80,21
19734,cedro-rosa,70,20
19735,cedro-rosa,80,23
19736,cedro-rosa,74,20
19737,cedro-rosa,79,24
19738,cedro-rosa,71,16
19739,cedro-rosa,75,17
19740,cedro-rosa,71,19
19741,cedro-rosa,73,21
19742,cedro-rosa,76,20
19743,cedro-rosa,80,23
19744,cedro-rosa,72,18
19745,cedro-rosa,76,24
19746,cedro-rosa,73,23
19747,cedro-rosa,76,21
19748,cedro-rosa,75,22
19749,cedro-rosa,70,24
19750,cedro-rosa,73,25
19751,cedro-rosa,80,17
19752,cedro-rosa,76,19
19753,cedro-rosa,78,18
19754,cedro-rosa,71,17
19755,cedro-rosa,70,21
19756,cedro-rosa,70,16
19757,cedro-rosa,70,22
19758,cedro-rosa,71,21
19759,cedro-rosa,77,20
19760,cedro-rosa,78,18
19761,cedro-rosa,73,21
19762,cedro-rosa,79,23
19763,cedro-rosa,72,15
19764,cedro-rosa,70,17
19765,cedro-rosa,73,17
19766,cedro-rosa,73,24
19767,cedro-rosa,73,17
19768,cedro-rosa,80,25
19769,cedro-rosa,76,20
19770,cedro-rosa,73,16
19771,cedro-rosa,74,19
19772,cedro-rosa,80,16
19773,cedro-rosa,78,21
19774,cedro-rosa,72,16
19775,cedro-rosa,79,16
19776,cedro-rosa,70,15
19777,cedro-rosa,78,23
19778,cedro-rosa,78,25
19779,cedro-rosa,71,21
19780,cedro-rosa,77,25
19781,cedro-rosa,77,20
19782,cedro-rosa,79,16
19783,cedro-rosa,75,17
19784,cedro-rosa,71,16
19785,cedro-rosa,70,16
19786,cedro-rosa,76,19
19787,cedro-rosa,71,24
19788,cedro-rosa,79,17
19789,cedro-rosa,70,22
19790,cedro-rosa,79,24
19791,marinheiro,1936,19
19792,marinheiro,1774,19
19793,marinheiro,1502,20
19794,marinheiro,1695,20
19795,mogno-brasileiro,58,36
19796,mogno-brasileiro,59,35
19797,mogno-brasileiro,57,39
19798,mogno-brasileiro,60,37
19799,mogno-brasileiro,59,35
19800,mogno-brasileiro,56,39
19801,mogno-brasileiro,57,39
19802,mogno-brasileiro,59,40
19803,mogno-brasileiro,58,40
19804,mogno-brasileiro,56,39
19805,mogno-brasileiro,58,36
19806,mogno-brasileiro,60,38
19807,mogno-brasileiro,58,39
19808,mogno-brasileiro,60,39
19809,mogno-brasileiro,58,39
19810,mogno-brasileiro,58,36
19811,mogno-brasileiro,57,40
19812,mogno-brasileiro,56,36
19813,mogno-brasileiro,57,39
19814,mogno-brasileiro,57,40
19815,mogno-brasileiro,55,37
19816,mogno-brasileiro,60,36
19817,mogno-brasileiro,60,39
19818,mogno-brasileiro,57,38
19819,mogno-brasileiro,56,35
19820,mogno-brasileiro,56,37
19821,mogno-brasileiro,59,39
19822,mogno-brasileiro,60,35
19823,mogno-brasileiro,57,37
19824,mogno-brasileiro,57,35
19825,mogno-brasileiro,56,39
19826,mogno-brasileiro,57,37
19827,mogno-brasileiro,59,36
19828,mogno-brasileiro,55,35
19829,mogno-brasileiro,60,38
19830,mogno-brasileiro,55,35
19831,mogno-brasileiro,59,40
19832,mogno-brasileiro,58,39
19833,mogno-brasileiro,60,37
19834,mogno-brasileiro,58,38
19835,mogno-brasileiro,56,37
19836,mogno-brasileiro,57,35
19837,mogno-brasileiro,59,36
19838,mogno-brasileiro,59,37
19839,mogno-brasileiro,55,40
19840,mogno-brasileiro,55,37
19841,mogno-brasileiro,59,40
19842,mogno-brasileiro,60,38
19843,mogno-brasileiro,59,38
19844,mogno-brasileiro,56,39
19845,mogno-brasileiro,55,36
19846,mogno-brasileiro,59,40
19847,mogno-brasileiro,58,40
19848,mogno-brasileiro,60,38
19849,mogno-brasileiro,56,39
19850,mogno-brasileiro,56,37
19851,mogno-brasileiro,56,37
19852,mogno-brasileiro,57,40
19853,mogno-brasileiro,57,39
19854,mogno-brasileiro,59,38
19855,mogno-brasileiro,55,40
19856,mogno-brasileiro,60,37
19857,mogno-brasileiro,59,35
19858,mogno-brasileiro,58,37
19859,mogno-brasileiro,57,36
19860,mogno-brasileiro,55,38
19861,mogno-brasileiro,60,38
19862,mogno-brasileiro,57,38
19863,mogno-brasileiro,57,39
19864,mogno-brasileiro,56,36
19865,mogno-brasileiro,56,40
19866,mogno-brasileiro,60,38
19867,mogno-brasileiro,60,36
19868,mogno-brasileiro,56,39
19869,mogno-brasileiro,56,36
19870,mogno-brasileiro,58,36
19871,mogno-brasileiro,56,37
19872,mogno-brasileiro,58,39
19873,mogno-brasileiro,60,38
19874,mogno-brasileiro,60,36
19875,mogno-brasileiro,57,39
19876,mogno-brasileiro,56,38
19877,mogno-brasileiro,59,35
19878,mogno-brasileiro,57,39
19879,mogno-brasileiro,55,37
19880,mogno-brasileiro,60,39
19881,mogno-brasileiro,55,36
19882,mogno-brasileiro,55,40
19883,mogno-brasileiro,56,40
19884,mogno-brasileiro,60,35
19885,mogno-brasileiro,59,39
19886,mogno-brasileiro,58,38
19887,mogno-brasileiro,57,39
19888,mogno-brasileiro,58,38
19889,mogno-brasileiro,59,35
19890,mogno-brasileiro,58,36
19891,mogno-brasileiro,58,37
19892,mogno-brasileiro,56,37
19893,mogno-brasileiro,58,35
19894,mogno-brasileiro,60,40
19895,mogno-brasileiro,59,40
19896,mogno-brasileiro,56,37
19897,mogno-brasileiro,60,36
19898,mogno-brasileiro,55,39
19899,mogno-brasileiro,59,36
19900,mogno-brasileiro,55,36
19901,mogno-brasileiro,57,39
19902,mogno-brasileiro,56,37
19903,mogno-brasileiro,56,39
19904,mogno-brasileiro,59,36
19905,mogno-brasileiro,57,35
19906,mogno-brasileiro,55,38
19907,mogno-brasileiro,57,38
19908,mogno-brasileiro,60,35
19909,mogno-brasileiro,56,36
19910,mogno-brasileiro,55,35
19911,mogno-brasileiro,58,40
19912,mogno-brasileiro,60,40
19913,mogno-brasileiro,60,36
19914,mogno-brasileiro,59,39
19915,mogno-brasileiro,55,37
19916,mogno-brasileiro,58,38
19917,mogno-brasileiro,56,38
19918,mogno-brasileiro,57,35
19919,mogno-brasileiro,57,37
19920,mogno-brasileiro,57,35
19921,mogno-brasileiro,60,38
19922,mogno-brasileiro,58,38
19923,mogno-brasileiro,59,35
19924,mogno-brasileiro,56,39
19925,mogno-brasileiro,55,35
19926,mogno-brasileiro,58,35
19927,mogno-brasileiro,58,39
19928,mogno-brasileiro,57,37
19929,mogno-brasileiro,59,35
19930,mogno-brasileiro,58,38
19931,mogno-brasileiro,56,36
19932,mogno-brasileiro,58,37
19933,mogno-brasileiro,57,40
19934,mogno-brasileiro,60,39
19935,catigua-vermelho,36,18
19936,catigua-vermelho,33,11
19937,catigua-vermelho,36,14
19938,catigua-vermelho,30,12
19939,catigua-vermelho,37,16
19940,catigua-vermelho,31,20
19941,catigua-vermelho,36,15
19942,catigua-vermelho,35,16
19943,catigua-vermelho,38,12
19944,catigua-vermelho,36,11
19945,catigua-vermelho,40,13
19946,catigua-vermelho,34,19
19947,catigua-vermelho,32,13
19948,catigua-vermelho,37,15
19949,catigua-vermelho,33,12
19950,catigua-vermelho,33,18
19951,catigua-vermelho,37,18
19952,catigua-vermelho,37,15
19953,catigua-vermelho,38,12
19954,catigua-vermelho,36,17
19955,catigua-vermelho,37,18
19956,catigua-vermelho,35,11
19957,catigua-vermelho,32,15
19958,catigua-vermelho,39,15
19959,catigua-vermelho,37,18
19960,catigua-vermelho,34,17
19961,catigua-vermelho,35,20
19962,catigua-vermelho,39,20
19963,catigua-vermelho,31,18
19964,catigua-vermelho,32,11
19965,catigua-vermelho,32,20
19966,catigua-vermelho,30,15
19967,catigua-vermelho,33,10
19968,catigua-vermelho,36,10
19969,catigua-vermelho,32,11
19970,catigua-vermelho,35,17
19971,catigua-vermelho,36,13
19972,catigua-vermelho,32,18
19973,catigua-vermelho,40,11
19974,catigua-vermelho,37,18
19975,catigua-vermelho,33,15
19976,catigua-vermelho,36,18
19977,catigua-vermelho,36,10
19978,catigua-vermelho,31,13
19979,catigua-vermelho,39,14
19980,catigua-vermelho,32,17
19981,catigua-vermelho,31,14
19982,catigua-vermelho,36,18
19983,catigua-vermelho,37,17
19984,catigua-vermelho,30,16
19985,catigua-vermelho,36,18
19986,catigua-vermelho,34,15
19987,catigua-vermelho,34,10
19988,catigua-vermelho,40,12
19989,catigua-vermelho,35,18
19990,catigua-vermelho,33,17
19991,catigua-vermelho,30,18
19992,catigua-vermelho,34,17
19993,catigua-vermelho,40,17
19994,catigua-vermelho,40,11
19995,catigua-vermelho,33,13
19996,catigua-vermelho,32,19
19997,catigua-vermelho,35,17
19998,catigua-vermelho,38,12
19999,catigua-vermelho,34,10
20000,catigua-vermelho,33,11
20001,catigua-vermelho,40,13
20002,catigua-vermelho,34,13
20003,catigua-vermelho,36,20
20004,catigua-vermelho,37,17
20005,catigua-vermelho,31,13
20006,catigua-vermelho,37,20
20007,catigua-vermelho,39,11
20008,catigua-vermelho,33,13
20009,catigua-vermelho,34,19
20010,catigua-vermelho,40,18
20011,catigua-vermelho,33,17
20012,catigua-vermelho,39,20
20013,catigua-vermelho,38,20
20014,catigua-vermelho,40,20
20015,catigua-vermelho,38,12
20016,catigua-vermelho,34,13
20017,catigua-vermelho,37,17
20018,catigua-vermelho,30,18
20019,catigua-vermelho,30,10
20020,catigua-vermelho,39,11
20021,catigua-vermelho,37,16
20022,catigua-vermelho,31,11
20023,catigua-vermelho,34,18
20024,catigua-vermelho,37,18
20025,catigua-vermelho,34,19
20026,catigua-vermelho,34,17
20027,catigua-vermelho,32,19
20028,catigua-vermelho,34,16
20029,catigua-vermelho,38,13
20030,catigua-vermelho,37,10
20031,catigua-vermelho,39,15
20032,catigua-vermelho,34,17
20033,catigua-vermelho,40,20
20034,catigua-vermelho,34,11
20035,catigua-vermelho,36,17
20036,catigua-vermelho,38,18
20037,catigua-vermelho,30,11
20038,catigua-vermelho,40,12
20039,catigua-vermelho,31,11
20040,catigua-vermelho,37,15
20041,catigua-vermelho,39,19
20042,catigua-vermelho,39,18
20043,catigua-vermelho,32,15
20044,catigua-vermelho,38,19
20045,catigua-vermelho,32,19
20046,catigua-vermelho,37,19
20047,catigua-vermelho,37,13
20048,catigua-vermelho,32,17
20049,catigua-vermelho,31,20
20050,catigua-vermelho,40,10
20051,catigua-vermelho,30,10
20052,catigua-vermelho,40,10
20053,catigua-vermelho,40,12
20054,catigua-vermelho,37,14
20055,catigua-vermelho,30,19
20056,catigua-vermelho,39,13
20057,catigua-vermelho,31,16
20058,catigua-vermelho,35,16
20059,catigua-vermelho,30,19
20060,catigua-vermelho,37,17
20061,catigua-vermelho,39,16
20062,catigua-vermelho,38,17
20063,catigua-vermelho,39,16
20064,catigua-vermelho,35,18
20065,catigua-vermelho,35,18
20066,catigua-vermelho,40,20
20067,catigua-vermelho,40,16
20068,catigua-vermelho,39,19
